UF;NOME DA REGIAO DE SAUDE;COD. DA REGIAO DE SAUDE;NOME DO MUNICIPIO;COD. IBGE DO MUNICIPIO
BA;PAULO AFONSO;29017;PEDRO ALEXANDRE;292420
BA;PAULO AFONSO;29017;RODELAS;292710
BA;PAULO AFONSO;29017;SANTA BRIGIDA;292760
BA;PORTO SEGURO;29018;BELMONTE;290340
BA;PORTO SEGURO;29018;EUNAPOLIS;291072
BA;PORTO SEGURO;29018;GUARATINGA;291180
BA;PORTO SEGURO;29018;ITABELA;291465
BA;PORTO SEGURO;29018;ITAGIMIRIM;291530
BA;PORTO SEGURO;29018;ITAPEBI;291630
BA;PORTO SEGURO;29018;PORTO SEGURO;292530
BA;PORTO SEGURO;29018;SANTA CRUZ CABRALIA;292770
BA;RIBEIRA DO POMBAL;29019;ADUSTINA;290035
BA;RIBEIRA DO POMBAL;29019;ANTAS;290160
BA;RIBEIRA DO POMBAL;29019;BANZAE;290265
BA;RIBEIRA DO POMBAL;29019;CICERO DANTAS;290780
BA;RIBEIRA DO POMBAL;29019;CIPO;290790
BA;RIBEIRA DO POMBAL;29019;CORONEL JOAO SA;290920
BA;RIBEIRA DO POMBAL;29019;FATIMA;291075
BA;RIBEIRA DO POMBAL;29019;HELIOPOLIS;291185
BA;RIBEIRA DO POMBAL;29019;NOVA SOURE;292290
BA;RIBEIRA DO POMBAL;29019;NOVO TRIUNFO;292305
BA;RIBEIRA DO POMBAL;29019;OLINDINA;292310
BA;RIBEIRA DO POMBAL;29019;PARIPIRANGA;292380
BA;RIBEIRA DO POMBAL;29019;RIBEIRA DO AMPARO;292650
BA;RIBEIRA DO POMBAL;29019;RIBEIRA DO POMBAL;292660
BA;RIBEIRA DO POMBAL;29019;SITIO DO QUINTO;293076
BA;RIBEIRA DO POMBAL;29019;TUCANO;293190
BA;SALVADOR;29020;CANDEIAS;290650
BA;SALVADOR;29020;ITAPARICA;291610
BA;SALVADOR;29020;LAURO DE FREITAS;291920
BA;SALVADOR;29020;MADRE DE DEUS;291992
BA;SALVADOR;29020;SALVADOR;292740
BA;SALVADOR;29020;SANTO AMARO;292860
BA;SALVADOR;29020;SAO FRANCISCO DO CONDE;292920
BA;SALVADOR;29020;SAO SEBASTIAO DO PASSE;292950
BA;SALVADOR;29020;SAUBARA;292975
BA;SALVADOR;29020;VERA CRUZ;293320
BA;SANTA MARIA DA VITORIA;29021;BOM JESUS DA LAPA;290390
BA;SANTA MARIA DA VITORIA;29021;CANAPOLIS;290610
BA;SANTA MARIA DA VITORIA;29021;COCOS;290810
BA;SANTA MARIA DA VITORIA;29021;CORIBE;290910
BA;SANTA MARIA DA VITORIA;29021;CORRENTINA;290930
BA;SANTA MARIA DA VITORIA;29021;JABORANDI;291735
BA;SANTA MARIA DA VITORIA;29021;SANTA MARIA DA VITORIA;292810
BA;SANTA MARIA DA VITORIA;29021;SANTANA;292820
BA;SANTA MARIA DA VITORIA;29021;SAO FELIX DO CORIBE;292905
BA;SANTA MARIA DA VITORIA;29021;SERRA DO RAMALHO;293015
BA;SANTA MARIA DA VITORIA;29021;SERRA DOURADA;293030
BA;SANTA MARIA DA VITORIA;29021;SITIO DO MATO;293075
BA;SANTO ANTONIO DE JESUS;29022;AMARGOSA;290100
BA;SANTO ANTONIO DE JESUS;29022;ARATUIPE;290230
BA;SANTO ANTONIO DE JESUS;29022;CASTRO ALVES;290730
BA;SANTO ANTONIO DE JESUS;29022;CONCEICAO DO ALMEIDA;290830
BA;SANTO ANTONIO DE JESUS;29022;DOM MACEDO COSTA;291020
BA;SANTO ANTONIO DE JESUS;29022;ELISIO MEDRADO;291030
BA;SANTO ANTONIO DE JESUS;29022;ITATIM;291685
BA;SANTO ANTONIO DE JESUS;29022;JAGUARIPE;291780
BA;SANTO ANTONIO DE JESUS;29022;JIQUIRICA;291820
BA;SANTO ANTONIO DE JESUS;29022;LAJE;291880
BA;SANTO ANTONIO DE JESUS;29022;MILAGRES;292130
BA;SANTO ANTONIO DE JESUS;29022;MUNIZ FERREIRA;292220
BA;SANTO ANTONIO DE JESUS;29022;MUTUIPE;292240
BA;SANTO ANTONIO DE JESUS;29022;NAZARE;292250
BA;SANTO ANTONIO DE JESUS;29022;PRESIDENTE TANCREDO NEVES;292575
BA;SANTO ANTONIO DE JESUS;29022;SALINAS DA MARGARIDA;292730
BA;SANTO ANTONIO DE JESUS;29022;SANTA TERESINHA;292850
BA;SANTO ANTONIO DE JESUS;29022;SANTO ANTONIO DE JESUS;292870
BA;SANTO ANTONIO DE JESUS;29022;SAO FELIPE;292910
BA;SANTO ANTONIO DE JESUS;29022;SAO MIGUEL DAS MATAS;292940
BA;SANTO ANTONIO DE JESUS;29022;TEOLANDIA;293160
BA;SANTO ANTONIO DE JESUS;29022;UBAIRA;293210
BA;SANTO ANTONIO DE JESUS;29022;VARZEDO;293317
BA;SEABRA;29023;ABAIRA;290010
BA;SEABRA;29023;BONINAL;290400
BA;SEABRA;29023;IBITIARA;291300
BA;SEABRA;29023;IRAQUARA;291440
BA;SEABRA;29023;LENCOIS;291930
BA;SEABRA;29023;MUCUGE;292190
BA;SEABRA;29023;NOVO HORIZONTE;292303
BA;SEABRA;29023;PALMEIRAS;292350
BA;SEABRA;29023;PIATA;292430
BA;SEABRA;29023;SEABRA;292990
BA;SEABRA;29023;SOUTO SOARES;293080
BA;SENHOR DO BONFIM;29024;ANDORINHA;290135
BA;SENHOR DO BONFIM;29024;ANTONIO GONCALVES;290180
BA;SENHOR DO BONFIM;29024;CAMPO FORMOSO;290600
BA;SENHOR DO BONFIM;29024;FILADELFIA;291085
BA;SENHOR DO BONFIM;29024;ITIUBA;291700
BA;SENHOR DO BONFIM;29024;JAGUARARI;291770
BA;SENHOR DO BONFIM;29024;PINDOBACU;292460
BA;SENHOR DO BONFIM;29024;PONTO NOVO;292525
BA;SENHOR DO BONFIM;29024;SENHOR DO BONFIM;293010
BA;SERRINHA;29025;AGUA FRIA;290040
BA;SERRINHA;29025;ARACI;290210
BA;SERRINHA;29025;BARROCAS;290327
BA;SERRINHA;29025;BIRITINGA;290360
BA;SERRINHA;29025;CANSANCAO;290680
BA;SERRINHA;29025;CONCEICAO DO COITE;290840
BA;SERRINHA;29025;EUCLIDES DA CUNHA;291070
BA;SERRINHA;29025;LAMARAO;291910
BA;SERRINHA;29025;MONTE SANTO;292150
BA;SERRINHA;29025;NORDESTINA;292265
BA;SERRINHA;29025;QUEIMADAS;292580
BA;SERRINHA;29025;QUIJINGUE;292590
BA;SERRINHA;29025;RETIROLANDIA;292610
BA;SERRINHA;29025;SANTALUZ;292800
BA;SERRINHA;29025;SAO DOMINGOS;292895
BA;SERRINHA;29025;SERRINHA;293050
BA;SERRINHA;29025;TEOFILANDIA;293150
BA;SERRINHA;29025;VALENTE;293300
BA;TEIXEIRA DE FREITAS;29026;ALCOBACA;290080
BA;TEIXEIRA DE FREITAS;29026;CARAVELAS;290690
BA;TEIXEIRA DE FREITAS;29026;IBIRAPUA;291280
BA;TEIXEIRA DE FREITAS;29026;ITAMARAJU;291560
BA;TEIXEIRA DE FREITAS;29026;ITANHEM;291600
BA;TEIXEIRA DE FREITAS;29026;JUCURUCU;291845
BA;TEIXEIRA DE FREITAS;29026;LAJEDAO;291890
BA;TEIXEIRA DE FREITAS;29026;MEDEIROS NETO;292110
BA;TEIXEIRA DE FREITAS;29026;MUCURI;292200
BA;TEIXEIRA DE FREITAS;29026;NOVA VICOSA;292300
BA;TEIXEIRA DE FREITAS;29026;PRADO;292550
BA;TEIXEIRA DE FREITAS;29026;TEIXEIRA DE FREITAS;293135
BA;TEIXEIRA DE FREITAS;29026;VEREDA;293325
BA;VALENCA;29027;CAIRU;290540
BA;VALENCA;29027;CAMAMU;290580
BA;VALENCA;29027;GANDU;291120
BA;VALENCA;29027;IGRAPIUNA;291345
BA;VALENCA;29027;ITUBERA;291730
BA;VALENCA;29027;NILO PECANHA;292260
BA;VALENCA;29027;NOVA IBIA;292275
BA;VALENCA;29027;PIRAI DO NORTE;292467
BA;VALENCA;29027;TAPEROA;293120
BA;VALENCA;29027;VALENCA;293290
BA;VALENCA;29027;WENCESLAU GUIMARAES;293350
BA;VITORIA DA CONQUISTA;29028;ANAGE;290120
BA;VITORIA DA CONQUISTA;29028;BARRA DO CHOCA;290290
BA;VITORIA DA CONQUISTA;29028;BELO CAMPO;290350
BA;VITORIA DA CONQUISTA;29028;BOM JESUS DA SERRA;290395
BA;VITORIA DA CONQUISTA;29028;CAETANOS;290515
BA;VITORIA DA CONQUISTA;29028;CANDIDO SALES;290670
BA;VITORIA DA CONQUISTA;29028;CARAIBAS;290689
BA;VITORIA DA CONQUISTA;29028;CONDEUBA;290870
BA;VITORIA DA CONQUISTA;29028;CORDEIROS;290900
BA;VITORIA DA CONQUISTA;29028;ENCRUZILHADA;291040
BA;VITORIA DA CONQUISTA;29028;MAETINGA;291995
BA;VITORIA DA CONQUISTA;29028;MIRANTE;292145
BA;VITORIA DA CONQUISTA;29028;PIRIPA;292470
BA;VITORIA DA CONQUISTA;29028;PLANALTO;292500
BA;VITORIA DA CONQUISTA;29028;POCOES;292510
BA;VITORIA DA CONQUISTA;29028;PRESIDENTE JANIO QUADROS;292570
BA;VITORIA DA CONQUISTA;29028;RIBEIRAO DO LARGO;292665
BA;VITORIA DA CONQUISTA;29028;TREMEDAL;293180
BA;VITORIA DA CONQUISTA;29028;VITORIA DA CONQUISTA;293330
CE;1ª RS FORTALEZA;23001;ACARAPE;230015
CE;1ª RS FORTALEZA;23001;AMONTADA;230075
CE;1ª RS FORTALEZA;23001;APUIARES;230090
CE;1ª RS FORTALEZA;23001;AQUIRAZ;230100
CE;1ª RS FORTALEZA;23001;ARACOIABA;230120
CE;1ª RS FORTALEZA;23001;ARATUBA;230140
CE;1ª RS FORTALEZA;23001;BARREIRA;230195
CE;1ª RS FORTALEZA;23001;BATURITE;230210
CE;1ª RS FORTALEZA;23001;BEBERIBE;230220
CE;1ª RS FORTALEZA;23001;CAPISTRANO;230290
CE;1ª RS FORTALEZA;23001;CASCAVEL;230350
CE;1ª RS FORTALEZA;23001;CAUCAIA;230370
CE;1ª RS FORTALEZA;23001;CHOROZINHO;230395
CE;1ª RS FORTALEZA;23001;EUSEBIO;230428
CE;1ª RS FORTALEZA;23001;FORTALEZA;230440
CE;1ª RS FORTALEZA;23001;GENERAL SAMPAIO;230460
CE;1ª RS FORTALEZA;23001;GUAIUBA;230495
CE;1ª RS FORTALEZA;23001;GUARAMIRANGA;230510
CE;1ª RS FORTALEZA;23001;HORIZONTE;230523
CE;1ª RS FORTALEZA;23001;ITAITINGA;230625
CE;1ª RS FORTALEZA;23001;ITAPAGE;230630
CE;1ª RS FORTALEZA;23001;ITAPIPOCA;230640
CE;1ª RS FORTALEZA;23001;ITAPIUNA;230650
CE;1ª RS FORTALEZA;23001;MARACANAU;230765
CE;1ª RS FORTALEZA;23001;MARANGUAPE;230770
CE;1ª RS FORTALEZA;23001;MIRAIMA;230837
CE;1ª RS FORTALEZA;23001;MULUNGU;230910
CE;1ª RS FORTALEZA;23001;OCARA;230945
CE;1ª RS FORTALEZA;23001;PACAJUS;230960
CE;1ª RS FORTALEZA;23001;PACATUBA;230970
CE;1ª RS FORTALEZA;23001;PACOTI;230980
CE;1ª RS FORTALEZA;23001;PALMACIA;231010
CE;1ª RS FORTALEZA;23001;PARACURU;231020
CE;1ª RS FORTALEZA;23001;PARAIPABA;231025
CE;1ª RS FORTALEZA;23001;PENTECOSTE;231070
CE;1ª RS FORTALEZA;23001;PINDORETAMA;231085
CE;1ª RS FORTALEZA;23001;REDENCAO;231160
CE;1ª RS FORTALEZA;23001;SAO GONCALO DO AMARANTE;231240
CE;1ª RS FORTALEZA;23001;SAO LUIS DO CURU;231260
CE;1ª RS FORTALEZA;23001;TEJUCUOCA;231335
CE;1ª RS FORTALEZA;23001;TRAIRI;231350
CE;1ª RS FORTALEZA;23001;TURURU;231355
CE;1ª RS FORTALEZA;23001;UMIRIM;231375
CE;1ª RS FORTALEZA;23001;URUBURETAMA;231380
CE;5ª RS SOBRAL;23011;ACARAU;230020
CE;5ª RS SOBRAL;23011;ALCANTARAS;230050
CE;5ª RS SOBRAL;23011;ARARENDA;230125
CE;5ª RS SOBRAL;23011;BARROQUINHA;230205
CE;5ª RS SOBRAL;23011;BELA CRUZ;230230
CE;5ª RS SOBRAL;23011;CAMOCIM;230260
CE;5ª RS SOBRAL;23011;CARIRE;230310
CE;5ª RS SOBRAL;23011;CARNAUBAL;230340
CE;5ª RS SOBRAL;23011;CATUNDA;230365
CE;5ª RS SOBRAL;23011;CHAVAL;230390
CE;5ª RS SOBRAL;23011;COREAU;230400
CE;5ª RS SOBRAL;23011;CRATEUS;230410
CE;5ª RS SOBRAL;23011;CROATA;230423
CE;5ª RS SOBRAL;23011;CRUZ;230425
CE;5ª RS SOBRAL;23011;FORQUILHA;230435
CE;5ª RS SOBRAL;23011;FRECHEIRINHA;230450
CE;5ª RS SOBRAL;23011;GRACA;230465
CE;5ª RS SOBRAL;23011;GRANJA;230470
CE;5ª RS SOBRAL;23011;GROAIRAS;230490
CE;5ª RS SOBRAL;23011;GUARACIABA DO NORTE;230500
CE;5ª RS SOBRAL;23011;HIDROLANDIA;230520
CE;5ª RS SOBRAL;23011;IBIAPINA;230530
CE;5ª RS SOBRAL;23011;INDEPENDENCIA;230560
CE;5ª RS SOBRAL;23011;IPAPORANGA;230565
CE;5ª RS SOBRAL;23011;IPU;230580
CE;5ª RS SOBRAL;23011;IPUEIRAS;230590
CE;5ª RS SOBRAL;23011;IRAUCUBA;230610
CE;5ª RS SOBRAL;23011;ITAREMA;230655
CE;5ª RS SOBRAL;23011;JIJOCA DE JERICOACOARA;230725
CE;5ª RS SOBRAL;23011;MARCO;230780
CE;5ª RS SOBRAL;23011;MARTINOPOLE;230790
CE;5ª RS SOBRAL;23011;MASSAPE;230800
CE;5ª RS SOBRAL;23011;MERUOCA;230820
CE;5ª RS SOBRAL;23011;MONSENHOR TABOSA;230860
CE;5ª RS SOBRAL;23011;MORAUJO;230880
CE;5ª RS SOBRAL;23011;MORRINHOS;230890
CE;5ª RS SOBRAL;23011;MUCAMBO;230900
CE;5ª RS SOBRAL;23011;NOVA RUSSAS;230930
CE;5ª RS SOBRAL;23011;NOVO ORIENTE;230940
CE;5ª RS SOBRAL;23011;PACUJA;230990
CE;5ª RS SOBRAL;23011;PIRES FERREIRA;231095
CE;5ª RS SOBRAL;23011;PORANGA;231100
CE;5ª RS SOBRAL;23011;QUITERIANOPOLIS;231126
CE;5ª RS SOBRAL;23011;RERIUTABA;231170
CE;5ª RS SOBRAL;23011;SANTA QUITERIA;231220
CE;5ª RS SOBRAL;23011;SANTANA DO ACARAU;231200
CE;5ª RS SOBRAL;23011;SAO BENEDITO;231230
CE;5ª RS SOBRAL;23011;SENADOR SA;231280
CE;5ª RS SOBRAL;23011;SOBRAL;231290
CE;5ª RS SOBRAL;23011;TAMBORIL;231320
CE;5ª RS SOBRAL;23011;TIANGUA;231340
CE;5ª RS SOBRAL;23011;UBAJARA;231360
CE;5ª RS SOBRAL;23011;URUOCA;231390
CE;5ª RS SOBRAL;23011;VARJOTA;231395
CE;5ª RS SOBRAL;23011;VICOSA DO CEARA;231410
CE;2ª RS CARIRI;23023;ABAIARA;230010
CE;2ª RS CARIRI;23023;ACOPIARA;230030
CE;2ª RS CARIRI;23023;ALTANEIRA;230060
CE;2ª RS CARIRI;23023;ANTONINA DO NORTE;230080
CE;2ª RS CARIRI;23023;ARARIPE;230130
CE;2ª RS CARIRI;23023;ASSARE;230160
CE;2ª RS CARIRI;23023;AURORA;230170
CE;2ª RS CARIRI;23023;BAIXIO;230180
CE;2ª RS CARIRI;23023;BARBALHA;230190
CE;2ª RS CARIRI;23023;BARRO;230200
CE;2ª RS CARIRI;23023;BREJO SANTO;230250
CE;2ª RS CARIRI;23023;CAMPOS SALES;230270
CE;2ª RS CARIRI;23023;CARIRIACU;230320
CE;2ª RS CARIRI;23023;CARIUS;230330
CE;2ª RS CARIRI;23023;CATARINA;230360
CE;2ª RS CARIRI;23023;CEDRO;230380
CE;2ª RS CARIRI;23023;CRATO;230420
CE;2ª RS CARIRI;23023;DEPUTADO IRAPUAN PINHEIRO;230426
CE;2ª RS CARIRI;23023;FARIAS BRITO;230430
CE;2ª RS CARIRI;23023;GRANJEIRO;230480
CE;2ª RS CARIRI;23023;ICO;230540
CE;2ª RS CARIRI;23023;IGUATU;230550
CE;2ª RS CARIRI;23023;IPAUMIRIM;230570
CE;2ª RS CARIRI;23023;JARDIM;230710
CE;2ª RS CARIRI;23023;JATI;230720
CE;2ª RS CARIRI;23023;JUAZEIRO DO NORTE;230730
CE;2ª RS CARIRI;23023;JUCAS;230740
CE;2ª RS CARIRI;23023;LAVRAS DA MANGABEIRA;230750
CE;2ª RS CARIRI;23023;MAURITI;230810
CE;2ª RS CARIRI;23023;MILAGRES;230830
CE;2ª RS CARIRI;23023;MISSAO VELHA;230840
CE;2ª RS CARIRI;23023;MOMBACA;230850
CE;2ª RS CARIRI;23023;NOVA OLINDA;230920
CE;2ª RS CARIRI;23023;OROS;230950
CE;2ª RS CARIRI;23023;PENAFORTE;231060
CE;2ª RS CARIRI;23023;PIQUET CARNEIRO;231090
CE;2ª RS CARIRI;23023;PORTEIRAS;231110
CE;2ª RS CARIRI;23023;POTENGI;231120
CE;2ª RS CARIRI;23023;QUIXELO;231135
CE;2ª RS CARIRI;23023;SABOEIRO;231190
CE;2ª RS CARIRI;23023;SALITRE;231195
CE;2ª RS CARIRI;23023;SANTANA DO CARIRI;231210
CE;2ª RS CARIRI;23023;TARRAFAS;231325
CE;2ª RS CARIRI;23023;UMARI;231370
CE;2ª RS CARIRI;23023;VARZEA ALEGRE;231400
CE;3ª RS SERTAO CENTRAL;23024;AIUABA;230040
CE;3ª RS SERTAO CENTRAL;23024;ARNEIROZ;230150
CE;3ª RS SERTAO CENTRAL;23024;BANABUIU;230185
CE;3ª RS SERTAO CENTRAL;23024;BOA VIAGEM;230240
CE;3ª RS SERTAO CENTRAL;23024;CANINDE;230280
CE;3ª RS SERTAO CENTRAL;23024;CARIDADE;230300
CE;3ª RS SERTAO CENTRAL;23024;CHORO;230393
CE;3ª RS SERTAO CENTRAL;23024;IBARETAMA;230526
CE;3ª RS SERTAO CENTRAL;23024;IBICUITINGA;230533
CE;3ª RS SERTAO CENTRAL;23024;ITATIRA;230660
CE;3ª RS SERTAO CENTRAL;23024;MADALENA;230763
CE;3ª RS SERTAO CENTRAL;23024;MILHA;230835
CE;3ª RS SERTAO CENTRAL;23024;PARAMBU;231030
CE;3ª RS SERTAO CENTRAL;23024;PARAMOTI;231040
CE;3ª RS SERTAO CENTRAL;23024;PEDRA BRANCA;231050
CE;3ª RS SERTAO CENTRAL;23024;QUIXADA;231130
CE;3ª RS SERTAO CENTRAL;23024;QUIXERAMOBIM;231140
CE;3ª RS SERTAO CENTRAL;23024;SENADOR POMPEU;231270
CE;3ª RS SERTAO CENTRAL;23024;SOLONOPOLE;231300
CE;3ª RS SERTAO CENTRAL;23024;TAUA;231330
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;ALTO SANTO;230070
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;ARACATI;230110
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;ERERE;230427
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;FORTIM;230445
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;ICAPUI;230535
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;IRACEMA;230600
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;ITAICABA;230620
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;JAGUARETAMA;230670
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;JAGUARIBARA;230680
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;JAGUARIBE;230690
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;JAGUARUANA;230700
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;LIMOEIRO DO NORTE;230760
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;MORADA NOVA;230870
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;PALHANO;231000
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;PEREIRO;231080
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;POTIRETAMA;231123
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;QUIXERE;231150
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;RUSSAS;231180
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;SAO JOAO DO JAGUARIBE;231250
CE;4ª RS LITORAL LESTE/JAGUARIBE;23025;TABULEIRO DO NORTE;231310
DF;DISTRITO FEDERAL;53001;BRASILIA;530010
ES;CENTRAL;32001;AGUIA BRANCA;320013
ES;CENTRAL;32001;ALTO RIO NOVO;320035
ES;CENTRAL;32001;BAIXO GUANDU;320080
ES;CENTRAL;32001;COLATINA;320150
ES;CENTRAL;32001;GOVERNADOR LINDENBERG;320225
ES;CENTRAL;32001;LINHARES;320320
ES;CENTRAL;32001;MANTENOPOLIS;320330
ES;CENTRAL;32001;MARILANDIA;320335
ES;CENTRAL;32001;PANCAS;320400
ES;CENTRAL;32001;RIO BANANAL;320435
ES;CENTRAL;32001;SAO DOMINGOS DO NORTE;320465
ES;CENTRAL;32001;SAO GABRIEL DA PALHA;320470
ES;CENTRAL;32001;SAO ROQUE DO CANAA;320495
ES;CENTRAL;32001;SOORETAMA;320501
ES;CENTRAL;32001;VILA VALERIO;320517
ES;METROPOLITANA;32002;AFONSO CLAUDIO;320010
ES;METROPOLITANA;32002;ARACRUZ;320060
ES;METROPOLITANA;32002;BREJETUBA;320115
ES;METROPOLITANA;32002;CARIACICA;320130
ES;METROPOLITANA;32002;CONCEICAO DO CASTELO;320170
ES;METROPOLITANA;32002;DOMINGOS MARTINS;320190
ES;METROPOLITANA;32002;FUNDAO;320220
ES;METROPOLITANA;32002;GUARAPARI;320240
ES;METROPOLITANA;32002;IBATIBA;320245
ES;METROPOLITANA;32002;IBIRACU;320250
ES;METROPOLITANA;32002;ITAGUACU;320270
ES;METROPOLITANA;32002;ITARANA;320290
ES;METROPOLITANA;32002;JOAO NEIVA;320313
ES;METROPOLITANA;32002;LARANJA DA TERRA;320316
ES;METROPOLITANA;32002;MARECHAL FLORIANO;320334
ES;METROPOLITANA;32002;SANTA LEOPOLDINA;320450
ES;METROPOLITANA;32002;SANTA MARIA DE JETIBA;320455
ES;METROPOLITANA;32002;SANTA TERESA;320460
ES;METROPOLITANA;32002;SERRA;320500
ES;METROPOLITANA;32002;VENDA NOVA DO IMIGRANTE;320506
ES;METROPOLITANA;32002;VIANA;320510
ES;METROPOLITANA;32002;VILA VELHA;320520
ES;METROPOLITANA;32002;VITORIA;320530
ES;NORTE;32003;AGUA DOCE DO NORTE;320016
ES;NORTE;32003;BARRA DE SAO FRANCISCO;320090
ES;NORTE;32003;BOA ESPERANCA;320100
ES;NORTE;32003;CONCEICAO DA BARRA;320160
ES;NORTE;32003;ECOPORANGA;320210
ES;NORTE;32003;JAGUARE;320305
ES;NORTE;32003;MONTANHA;320350
ES;NORTE;32003;MUCURICI;320360
ES;NORTE;32003;NOVA VENECIA;320390
ES;NORTE;32003;PEDRO CANARIO;320405
ES;NORTE;32003;PINHEIROS;320410
ES;NORTE;32003;PONTO BELO;320425
ES;NORTE;32003;SAO MATEUS;320490
ES;NORTE;32003;VILA PAVAO;320515
ES;SUL;32004;ALEGRE;320020
ES;SUL;32004;ALFREDO CHAVES;320030
ES;SUL;32004;ANCHIETA;320040
ES;SUL;32004;APIACA;320050
ES;SUL;32004;ATILIO VIVACQUA;320070
ES;SUL;32004;BOM JESUS DO NORTE;320110
ES;SUL;32004;CACHOEIRO DE ITAPEMIRIM;320120
ES;SUL;32004;CASTELO;320140
ES;SUL;32004;DIVINO DE SAO LOURENCO;320180
ES;SUL;32004;DORES DO RIO PRETO;320200
ES;SUL;32004;GUACUI;320230
ES;SUL;32004;IBITIRAMA;320255
ES;SUL;32004;ICONHA;320260
ES;SUL;32004;IRUPI;320265
ES;SUL;32004;ITAPEMIRIM;320280
ES;SUL;32004;IUNA;320300
ES;SUL;32004;JERONIMO MONTEIRO;320310
ES;SUL;32004;MARATAIZES;320332
ES;SUL;32004;MIMOSO DO SUL;320340
ES;SUL;32004;MUNIZ FREIRE;320370
ES;SUL;32004;MUQUI;320380
ES;SUL;32004;PIUMA;320420
ES;SUL;32004;PRESIDENTE KENNEDY;320430
ES;SUL;32004;RIO NOVO DO SUL;320440
ES;SUL;32004;SAO JOSE DO CALCADO;320480
ES;SUL;32004;VARGEM ALTA;320503
GO;CENTRAL;52001;ABADIA DE GOIAS;520005
GO;CENTRAL;52001;ANICUNS;520130
GO;CENTRAL;52001;ARACU;520160
GO;CENTRAL;52001;AVELINOPOLIS;520280
GO;CENTRAL;52001;BRAZABRANTES;520360
GO;CENTRAL;52001;CAMPESTRE DE GOIAS;520460
GO;CENTRAL;52001;CATURAI;520520
GO;CENTRAL;52001;DAMOLANDIA;520680
GO;CENTRAL;52001;GOIANIA;520870
GO;CENTRAL;52001;GOIANIRA;520880
GO;CENTRAL;52001;GUAPO;520920
GO;CENTRAL;52001;INHUMAS;521000
GO;CENTRAL;52001;ITAGUARI;521056
GO;CENTRAL;52001;ITAUCU;521140
GO;CENTRAL;52001;JESUPOLIS;521205
GO;CENTRAL;52001;NAZARIO;521440
GO;CENTRAL;52001;NEROPOLIS;521450
GO;CENTRAL;52001;NOVA VENEZA;521500
GO;CENTRAL;52001;OURO VERDE DE GOIAS;521540
GO;CENTRAL;52001;PETROLINA DE GOIAS;521680
GO;CENTRAL;52001;SANTA BARBARA DE GOIAS;521910
GO;CENTRAL;52001;SANTA ROSA DE GOIAS;521950
GO;CENTRAL;52001;SANTO ANTONIO DE GOIAS;521973
GO;CENTRAL;52001;SAO FRANCISCO DE GOIAS;521990
GO;CENTRAL;52001;TAQUARAL DE GOIAS;522100
GO;CENTRAL;52001;TRINDADE;522140
GO;CENTRO SUL;52002;APARECIDA DE GOIANIA;520140
GO;CENTRO SUL;52002;ARAGOIANIA;520180
GO;CENTRO SUL;52002;BELA VISTA DE GOIAS;520330
GO;CENTRO SUL;52002;BONFINOPOLIS;520355
GO;CENTRO SUL;52002;CALDAZINHA;520455
GO;CENTRO SUL;52002;CEZARINA;520545
GO;CENTRO SUL;52002;CRISTIANOPOLIS;520630
GO;CENTRO SUL;52002;CROMINIA;520650
GO;CENTRO SUL;52002;EDEALINA;520735
GO;CENTRO SUL;52002;EDEIA;520740
GO;CENTRO SUL;52002;HIDROLANDIA;520970
GO;CENTRO SUL;52002;INDIARA;520995
GO;CENTRO SUL;52002;JANDAIA;521170
GO;CENTRO SUL;52002;LEOPOLDO DE BULHOES;521230
GO;CENTRO SUL;52002;MAIRIPOTABA;521260
GO;CENTRO SUL;52002;ORIZONA;521530
GO;CENTRO SUL;52002;PIRACANJUBA;521710
GO;CENTRO SUL;52002;PONTALINA;521770
GO;CENTRO SUL;52002;PROFESSOR JAMIL;521839
GO;CENTRO SUL;52002;SAO MIGUEL DO PASSA QUATRO;522026
GO;CENTRO SUL;52002;SENADOR CANEDO;522045
GO;CENTRO SUL;52002;SILVANIA;522060
GO;CENTRO SUL;52002;VARJAO;522190
GO;CENTRO SUL;52002;VIANOPOLIS;522200
GO;CENTRO SUL;52002;VICENTINOPOLIS;522205
GO;ENTORNO NORTE;52003;AGUA FRIA DE GOIAS;520017
GO;ENTORNO NORTE;52003;ALTO PARAISO DE GOIAS;520060
